3pm0,2nnj,1po5,6j95,6mjm,3r9b,3k9v,3aba,3vm4,2x5l,1z8o,3rwl,4yzr,4mm0,1ued,6u30,3s79,6fyj,4c28,4i8v,5dqn,4l0f,2w0b,4lxj,5jlc,3c6g,4e2p,6l8h,2xkr,3mgx,1jfb,6mcw,2wm4,5foi,6a17,3tbg,2rfb,5l1s,5tz1,3zkp,5hiw,2d09,4ubs,2hi4,4l6g,4i91,3cv8,1dz9,2q9f,5ylw,2zqx,5o4k,2ciw,3nc3,4yt3,4eji,3mzs,2ve3,4ep6,6cr2,1nr6,5l92,6b11,6gk5,3swz,3abb,4nz2,4g3j,5hdi,1tqn,2z3t,3vrm,4ggv,3wsp,4tvf,4tt5,6g5o,3t3z,3b4x
0.053361935,0.041338123,0.051599808,0.054033474,0.044992687,0.05891802,0.093526359,0.062512814,0.097385805,0.041710965,0.082592851,0.041811626,0.037923173,0.060914369,0.073417187,0.057273213,0.095593174,0.07111452,0.046751404,0.039449159,0.039295318,0.0707914,0.038222176,0.032822693,0.046305273,0.038801966,0,0.033749364,0.073591798,0.066688146,0.122370251,0.07105139,0.057835579,0.065838896,0.067819839,0.033608727,0.071601054,0.0502898,0.069494776,0.065168351,0.065101909,0.074387442,0.065486156,0.054218373,0.092761702,0.052700595,0.088789443,0.067265007,0.046782792,0.060516758,0.101536653,0.069041711,0.04901925,0.061558615,0.026636144,0.044294786,0.092590892,0.06245856,0.10255919,0.053418587,0.0434369,0.048025537,0.067427368,0.054028095,0.047617675,0.044261827,0.050433921,0.055918792,0.071226253,0.044631194,0.079170385,0.059740209,0.077749849,0.068877522,0.044921868,0.062406696,0.069273022,0.050282006,0.057305796
0.041248343,0.038318638,0.0390992,0.031544255,0.022681989,0.036726901,0.059666921,0.041318562,0.050217268,0.025260734,0.047958221,0.028636713,0.023867795,0.035806492,0.062755477,0.031129788,0.085310214,0.035130656,0.038556117,0.027075999,0.024681753,0.064803196,0.029510868,0.025385316,0.041874252,0.027476427,0.033749364,0,0.06535838,0.065452913,0.083629649,0.063335024,0.030549167,0.03971565,0.066637724,0.029538719,0.070097883,0.050018966,0.053132459,0.049463694,0.058994899,0.055301057,0.045269347,0.040364202,0.050527411,0.0348552,0.048956417,0.055307898,0.044792937,0.043718284,0.063661623,0.038967384,0.036332595,0.035679301,0.022872399,0.04686086,0.071790797,0.036131582,0.083794276,0.042546972,0.026321423,0.032209168,0.046368986,0.033863903,0.029601656,0.024217521,0.035906955,0.05446722,0.051503956,0.034512231,0.062262415,0.029476761,0.050461848,0.053759228,0.02140929,0.055629665,0.060144379,0.054659572,0.040098645
0.070190115,0.044541789,0.090911092,0.05257228,0.041092005,0.084341341,0.055180128,0.090150715,0.094993841,0.060372321,0.077248769,0.034208469,0.068527176,0.100222665,0.022355438,0.09182642,0.03731772,0.082933098,0.094996955,0.067514396,0.056562636,0.019630408,0.08539288,0.045635109,0.071571348,0.059883893,0.073591798,0.06535838,0,0.034193278,0.067821804,0.130436799,0.068285982,0.097049494,0.129468955,0.050147537,0.017234839,0.085329995,0.073883377,0.127621717,0.021113903,0.099534578,0.080753279,0.104482431,0.108994655,0.090200729,0.0834823,0.122380485,0.107604033,0.059859651,0.065787071,0.105222474,0.086957322,0.099862913,0.047335621,0.093014428,0.098911641,0.092829931,0.076574391,0.06355017,0.044250094,0.08573351,0.084119139,0.097344027,0.086187341,0.042238751,0.038973639,0.120764917,0.036577228,0.039615186,0.046070304,0.078931624,0.110745921,0.126064671,0.074531655,0.069325564,0.015635714,0.105613198,0.098122301
0.058243147,0.049526487,0.08458809,0.053353337,0.054470344,0.093107797,0.070412637,0.088827866,0.107547655,0.06772745,0.086526694,0.043747383,0.072303494,0.093494841,0.039511841,0.096580866,0.060989703,0.086186809,0.078851126,0.068844555,0.062233664,0.035908504,0.084201267,0.05690084,0.079634786,0.057034269,0.066688146,0.065452913,0.034193278,0,0.084105824,0.120472326,0.06967851,0.095015498,0.131300478,0.047297819,0.029222453,0.094261683,0.085099555,0.109655227,0.036124651,0.121727457,0.090211293,0.109893033,0.122830896,0.097361354,0.088794635,0.12203504,0.101022165,0.065602203,0.08643694,0.112123693,0.07302361,0.10793857,0.053711361,0.09388199,0.115461007,0.092125141,0.094767679,0.065542802,0.041358705,0.094476348,0.08838514,0.10045106,0.092396204,0.051532924,0.045249225,0.09529859,0.046229232,0.048670884,0.065465207,0.091756944,0.115418115,0.110240902,0.062402145,0.086938707,0.0386106,0.099478838,0.096245433
0.072138447,0.087549827,0.079433939,0.046127191,0.056288887,0.06590834,0.038981172,0.071846289,0.051571673,0.080312229,0.055597121,0.064561356,0.066163947,0.077853573,0.061511337,0.07502772,0.070353029,0.055629683,0.089364213,0.073211853,0.072919689,0.067441464,0.083186927,0.081795863,0.10213641,0.075786015,0.122370251,0.083629649,0.067821804,0.084105824,0,0.137485972,0.060936894,0.07767839,0.135978983,0.079989756,0.073275983,0.09143357,0.067575324,0.119696911,0.071301683,0.098491021,0.059772746,0.105912442,0.071232711,0.082312908,0.044124561,0.101120314,0.110981588,0.082399084,0.029499017,0.081181942,0.092949523,0.110041639,0.083345844,0.099620739,0.081862598,0.069908736,0.060060485,0.076877589,0.057317155,0.078842061,0.059660195,0.08481801,0.082640959,0.053971274,0.069263861,0.109798198,0.053871252,0.06877061,0.046026572,0.062020204,0.086364293,0.107272154,0.073018207,0.080359897,0.062515717,0.10087684,0.086186646
0.087724967,0.101544069,0.071824938,0.107714838,0.089586888,0.08463755,0.140929497,0.083823897,0.097681084,0.062491957,0.125653432,0.076175026,0.067955862,0.066154487,0.103973776,0.055840547,0.185711903,0.081387357,0.040960236,0.069347531,0.081525792,0.144381434,0.056697229,0.083727344,0.110925044,0.093377248,0.07105139,0.063335024,0.130436799,0.120472326,0.137485972,0,0.073138296,0.067062563,0.060401522,0.092212866,0.139162824,0.123714544,0.135464412,0.050016489,0.134508003,0.118785862,0.095071725,0.036086057,0.07493689,0.076801739,0.099991142,0.055634667,0.059004815,0.135540627,0.123747317,0.046974244,0.063258837,0.045401921,0.069095251,0.081399852,0.168850733,0.055584162,0.181522819,0.112847979,0.081072213,0.077518491,0.097437002,0.061545358,0.064716308,0.08249747,0.096128317,0.036208436,0.123203904,0.099163308,0.157375497,0.081304229,0.064761884,0.050034294,0.069452296,0.140932398,0.120135323,0.081345319,0.07569539
0.047456299,0.051148952,0.043809063,0.025024922,0.030880855,0.030059097,0.047939505,0.041377881,0.050100132,0.036977953,0.049569397,0.034865407,0.026539243,0.037837599,0.065543251,0.030028944,0.091284065,0.022409636,0.03683333,0.027737736,0.035489811,0.064557654,0.030200332,0.039220709,0.055469801,0.031277245,0.057835579,0.030549167,0.068285982,0.06967851,0.060936894,0.073138296,0,0.046404026,0.082046414,0.046367858,0.072927879,0.058117119,0.056727157,0.061316908,0.066952105,0.063662425,0.047162969,0.045896921,0.041463878,0.042988649,0.031355659,0.060830058,0.070345526,0.04545246,0.050636116,0.042556358,0.040882289,0.061726612,0.041451956,0.056341729,0.067520951,0.026398082,0.079291023,0.045303398,0.029825062,0.037591793,0.045496291,0.035189414,0.031621423,0.034562239,0.042013301,0.057410792,0.052399036,0.048998844,0.057169251,0.024512585,0.046170543,0.060509159,0.029438945,0.057766142,0.067711384,0.061976663,0.043212832
0.034023986,0.069270806,0.013574057,0.042782237,0.044277579,0.025298913,0.066434394,0.027194676,0.048853107,0.056979022,0.067734307,0.058785482,0.027526382,0.038714916,0.0871932,0.028477096,0.101716418,0.035798885,0.033101183,0.025263255,0.053092072,0.096328166,0.035686787,0.047058264,0.057148786,0.042310573,0.065838896,0.03971565,0.097049494,0.095015498,0.07767839,0.067062563,0.046404026,0,0.059319059,0.050257093,0.101724067,0.048563134,0.046540213,0.044043491,0.086974113,0.063181422,0.021230193,0.038493433,0.057793855,0.017298674,0.043298315,0.039914208,0.029343452,0.066125299,0.058635073,0.036607018,0.029404294,0.066856289,0.043470227,0.032153203,0.069237826,0.029084425,0.084800251,0.04534997,0.041012919,0.019246408,0.020371277,0.027191997,0.027593932,0.043272302,0.059641343,0.040085879,0.077320604,0.053054074,0.072456381,0.038217197,0.04681459,0.037362488,0.042075456,0.063642242,0.084310126,0.028960304,0.018031299
0.082648156,0.096947751,0.058339445,0.09503313,0.077645295,0.072200259,0.140673918,0.079550599,0.091554143,0.063012332,0.099290712,0.078453532,0.057530634,0.048877638,0.118562804,0.04403806,0.165312274,0.072452988,0.046712435,0.064809359,0.068899701,0.132643936,0.04615528,0.081285462,0.103092542,0.090786104,0.067819839,0.066637724,0.129468955,0.131300478,0.135978983,0.060401522,0.082046414,0.059319059,0,0.098200026,0.147451397,0.092325088,0.109122325,0.032144244,0.120646912,0.061587991,0.08992798,0.036032474,0.067425013,0.059372988,0.10381161,0.033563157,0.052817117,0.118504138,0.102550398,0.039644703,0.068528076,0.046354936,0.071253349,0.068707606,0.112347017,0.05553187,0.140810549,0.105104597,0.084750662,0.052666718,0.092380795,0.038090334,0.048973851,0.081839154,0.094133029,0.051364086,0.113529936,0.082913673,0.126096022,0.065954995,0.054363777,0.030256617,0.075064761,0.109826055,0.124789,0.061733326,0.048520922
0.035519027,0.016469283,0.040956827,0.030074512,0.021083981,0.047362099,0.051707378,0.046170472,0.065427929,0.036851383,0.059709288,0.030225561,0.034404375,0.059423883,0.050534224,0.058010243,0.056471315,0.051260596,0.048704049,0.033771163,0.027133147,0.046594898,0.044801468,0.029028174,0.036211866,0.026984745,0.033608727,0.029538719,0.050147537,0.047297819,0.079989756,0.092212866,0.046367858,0.050257093,0.098200026,0,0.044794109,0.041235163,0.044434526,0.076743318,0.03522601,0.071970894,0.043755751,0.07094155,0.08168036,0.04553134,0.059051851,0.076503385,0.053026864,0.040871298,0.065990081,0.067331157,0.045277479,0.073490269,0.028012945,0.047463929,0.070474313,0.059011395,0.062038723,0.033716878,0.018640917,0.044855577,0.043705783,0.060536442,0.048462523,0.02024698,0.021354444,0.069341134,0.039102749,0.022212609,0.048711515,0.048380928,0.083338712,0.079375772,0.027883741,0.04827927,0.047609476,0.054358287,0.053487405
0.069947243,0.044453096,0.092240845,0.052600002,0.04859183,0.087133507,0.05669841,0.091239557,0.105240926,0.068595012,0.078428087,0.040767793,0.07451819,0.102726093,0.029002366,0.100777918,0.035603587,0.089087668,0.096768944,0.070711882,0.05989937,0.017106836,0.093240335,0.051628533,0.071471488,0.06181788,0.071601054,0.070097883,0.017234839,0.029222453,0.073275983,0.139162824,0.072927879,0.101724067,0.147451397,0.044794109,0,0.083776364,0.073549711,0.133650591,0.022494857,0.109183968,0.083019695,0.119799405,0.121035437,0.096035282,0.08716998,0.131043757,0.111598133,0.061245945,0.077499827,0.11895005,0.087962065,0.113540286,0.052875961,0.096728531,0.099578301,0.101310348,0.074571611,0.06294983,0.047529324,0.090811241,0.084350423,0.105417611,0.095267111,0.044407262,0.042174795,0.123938919,0.039249088,0.044025139,0.047802906,0.081968369,0.11676744,0.132964065,0.072664709,0.071958849,0.023777046,0.107465045,0.10074128
0.052858294,0.051465132,0.039816116,0.034669045,0.039230309,0.031515697,0.060683553,0.036670717,0.063588178,0.066205507,0.050147091,0.061821523,0.026402997,0.055253292,0.098593038,0.049940472,0.068862704,0.048347479,0.062111136,0.033057749,0.047035282,0.06954682,0.040118366,0.039426595,0.026306966,0.03229534,0.0502898,0.050018966,0.085329995,0.094261683,0.09143357,0.123714544,0.058117119,0.048563134,0.092325088,0.041235163,0.083776364,0,0.029135035,0.084696462,0.070341477,0.043099448,0.034027185,0.076532305,0.081307965,0.036138767,0.052841636,0.069553735,0.053820411,0.038919474,0.075777351,0.066551669,0.056511116,0.095938142,0.041754913,0.031278618,0.031876279,0.057426595,0.045493755,0.034318132,0.046254992,0.027576035,0.039030064,0.050324088,0.038315879,0.045911467,0.056653307,0.079297842,0.065709375,0.050379587,0.043469765,0.043946033,0.068959294,0.088593797,0.055003127,0.021379189,0.084646537,0.039293359,0.038126576
0.036499726,0.063905191,0.04176151,0.026533763,0.038807387,0.040350302,0.038495469,0.039256719,0.07106255,0.076281343,0.049983544,0.064560705,0.038168917,0.065063997,0.077477023,0.062394867,0.046170469,0.051469652,0.066005801,0.037601514,0.058503007,0.064864245,0.050676957,0.035763458,0.030171927,0.028073875,0.069494776,0.053132459,0.073883377,0.085099555,0.067575324,0.135464412,0.056727157,0.046540213,0.109122325,0.044434526,0.073549711,0.029135035,0,0.103283053,0.061873592,0.065655675,0.030477087,0.090646347,0.095645461,0.04246621,0.042238669,0.091705345,0.066091619,0.027068096,0.05752518,0.079080404,0.049930988,0.10526204,0.043367905,0.039468627,0.028776837,0.064158847,0.039962989,0.018468744,0.044484627,0.038418493,0.029791267,0.066414974,0.049719483,0.043763482,0.060072489,0.091045021,0.058956828,0.052547672,0.02585899,0.055738863,0.085442361,0.097276628,0.061615596,0.024382716,0.062169549,0.052684275,0.051961933
0.071306477,0.08177005,0.048066336,0.077857192,0.067457655,0.057653899,0.112064482,0.063098012,0.066666703,0.051985396,0.081200342,0.062843728,0.047552833,0.029752729,0.105517971,0.03425736,0.155991152,0.050560711,0.037391584,0.057041241,0.054682237,0.123925784,0.042325567,0.072265029,0.090260047,0.073791442,0.065168351,0.049463694,0.127621717,0.109655227,0.119696911,0.050016489,0.061316908,0.044043491,0.032144244,0.076743318,0.133650591,0.084696462,0.103283053,0,0.109069154,0.06467469,0.076366318,0.03474651,0.052693949,0.050299678,0.078129977,0.035043923,0.051619478,0.103066368,0.091634487,0.032849685,0.055065278,0.04168989,0.061302724,0.070334162,0.109674168,0.041961513,0.128913398,0.092906921,0.064434518,0.049355479,0.075343767,0.031129617,0.042586596,0.067598966,0.078092634,0.04123501,0.097777655,0.07757065,0.116875793,0.048962539,0.040255299,0.020391009,0.044329078,0.105811405,0.11948898,0.064096812,0.037245963
0.063026954,0.036621592,0.078612982,0.044267615,0.035203239,0.077836081,0.053474742,0.080603073,0.087725119,0.050957322,0.062991922,0.029516785,0.061898703,0.084235091,0.026371717,0.085155053,0.03631778,0.074423967,0.086605183,0.064010756,0.041695793,0.023856462,0.077180979,0.041352546,0.058221497,0.052093465,0.065101909,0.058994899,0.021113903,0.036124651,0.071301683,0.134508003,0.066952105,0.086974113,0.120646912,0.03522601,0.022494857,0.070341477,0.061873592,0.109069154,0,0.08239348,0.076707424,0.105050672,0.10829568,0.079319794,0.080377436,0.116389866,0.099039932,0.049379409,0.070313511,0.098660584,0.083609164,0.09702088,0.045593472,0.086520258,0.077885389,0.09278459,0.062952885,0.054295819,0.038027312,0.075537423,0.076132646,0.091335767,0.076709884,0.035701432,0.029071218,0.115678719,0.027961899,0.032137374,0.039332074,0.070644867,0.107277963,0.111819578,0.059245835,0.056560863,0.026829934,0.098748618,0.083824411
0.084970184,0.066598492,0.060756482,0.055807478,0.047530174,0.041057091,0.085290623,0.064506535,0.05782435,0.059965256,0.052361527,0.060535875,0.041341716,0.049599715,0.105459023,0.037423155,0.106975568,0.042432159,0.071007153,0.04898687,0.051995025,0.092230777,0.045975344,0.05581069,0.053398588,0.063657534,0.074387442,0.055301057,0.099534578,0.121727457,0.098491021,0.118785862,0.063662425,0.063181422,0.061587991,0.071970894,0.109183968,0.043099448,0.065655675,0.06467469,0.08239348,0,0.068503719,0.066344878,0.057172736,0.046627684,0.069024972,0.06423438,0.075141265,0.063722367,0.07229304,0.043981582,0.076894541,0.065805863,0.064917666,0.059738158,0.044914754,0.057577077,0.078335663,0.068552298,0.06489235,0.036299407,0.071348744,0.043992932,0.03139836,0.054885349,0.070171422,0.094663974,0.08013053,0.063002835,0.068984075,0.031714769,0.060281738,0.075677953,0.067739141,0.049119081,0.10401878,0.070861596,0.044123866
0.034929985,0.063205266,0.022262372,0.031262677,0.039921542,0.023187376,0.041400804,0.022163014,0.048966405,0.064095636,0.05564552,0.059405815,0.026896225,0.049236054,0.081663535,0.041948171,0.070770957,0.041038477,0.047428324,0.027947484,0.052554458,0.076489008,0.043425239,0.047709731,0.052968989,0.036972829,0.065486156,0.045269347,0.080753279,0.090211293,0.059772746,0.095071725,0.047162969,0.021230193,0.08992798,0.043755751,0.083019695,0.034027185,0.030477087,0.076366318,0.076707424,0.068503719,0,0.060040151,0.065291975,0.021809386,0.032601143,0.05508593,0.042732639,0.054450876,0.045055316,0.056327165,0.036320024,0.087309191,0.042371393,0.033831931,0.049659118,0.039592721,0.055828558,0.036192832,0.038997402,0.023408322,0.007986538,0.039124745,0.038631404,0.038326968,0.058709513,0.059126823,0.062399,0.050529242,0.047312386,0.039548234,0.060431597,0.070358018,0.046881754,0.046076722,0.070722437,0.031047325,0.033197516
0.061423082,0.078977185,0.045887655,0.069259369,0.058208881,0.041714085,0.105167185,0.053543588,0.066945253,0.043414381,0.087947595,0.055611875,0.035555198,0.04105563,0.091366562,0.02338568,0.141305986,0.044727005,0.035096689,0.036511182,0.0529565,0.114623768,0.028017566,0.055231901,0.076807027,0.057945952,0.054218373,0.040364202,0.104482431,0.109893033,0.105912442,0.036086057,0.045896921,0.038493433,0.036032474,0.07094155,0.119799405,0.076532305,0.090646347,0.03474651,0.105050672,0.066344878,0.060040151,0,0.045224016,0.033548495,0.06811723,0.037290167,0.041111534,0.093361782,0.076548948,0.028366737,0.046432763,0.036969077,0.05198149,0.04807368,0.110353993,0.027255288,0.127756256,0.079100011,0.056634628,0.033522017,0.062130769,0.021399988,0.027928108,0.059012682,0.069319714,0.03917714,0.097389332,0.065151142,0.108716741,0.039070105,0.042219833,0.036178652,0.047634147,0.090599084,0.097328065,0.051731687,0.039232443
0.084728497,0.079572801,0.064349905,0.061854017,0.053281768,0.044098951,0.081682984,0.058877215,0.026770895,0.048981489,0.048344021,0.059815162,0.043424821,0.033311943,0.104750392,0.030645396,0.137052437,0.029921335,0.05470601,0.057944704,0.048163311,0.104369017,0.046603338,0.077032476,0.097676911,0.073874584,0.092761702,0.050527411,0.108994655,0.122830896,0.071232711,0.07493689,0.041463878,0.057793855,0.067425013,0.08168036,0.121035437,0.081307965,0.095645461,0.052693949,0.10829568,0.057172736,0.065291975,0.045224016,0,0.057354166,0.047655404,0.04264677,0.075760853,0.095325899,0.051571473,0.027878682,0.073302701,0.048424595,0.073864504,0.079496207,0.091063328,0.033767327,0.095861747,0.095620162,0.061386839,0.050504515,0.070806143,0.034020167,0.04492795,0.059455603,0.070250136,0.066403787,0.078486496,0.072634384,0.093767919,0.024330345,0.030694667,0.059137075,0.044630417,0.090676267,0.111370191,0.079267483,0.050894667
0.038936306,0.062209161,0.021214333,0.038289884,0.039635223,0.021316241,0.065032144,0.030942893,0.057369876,0.051045829,0.065638608,0.052867263,0.025491808,0.042824411,0.086805066,0.02689201,0.094437106,0.037986303,0.03946653,0.021792033,0.046615685,0.090816226,0.031965116,0.039471858,0.045822134,0.035582192,0.052700595,0.0348552,0.090200729,0.097361354,0.082312908,0.076801739,0.042988649,0.017298674,0.059372988,0.04553134,0.096035282,0.036138767,0.04246621,0.050299678,0.079319794,0.046627684,0.021809386,0.033548495,0.057354166,0,0.04620072,0.045010406,0.037677266,0.053517967,0.056947265,0.039901474,0.032038604,0.064988277,0.039917298,0.028844403,0.053701213,0.03115684,0.080513001,0.039847746,0.042967449,0.013749306,0.021220429,0.02138657,0.0220778,0.041660391,0.056474347,0.052574031,0.075367349,0.046188567,0.063269888,0.029245234,0.05497361,0.051818135,0.043165347,0.050241253,0.080719294,0.031406951,0.025006948
0.054424522,0.073558633,0.04845877,0.026227155,0.042104388,0.026520129,0.032780099,0.027180559,0.033279695,0.063876945,0.036489401,0.056106806,0.03198602,0.038412769,0.079954294,0.035540719,0.083910276,0.021787566,0.047851706,0.039950174,0.053260624,0.073325455,0.042261031,0.054066748,0.062989881,0.043904714,0.088789443,0.048956417,0.0834823,0.088794635,0.044124561,0.099991142,0.031355659,0.043298315,0.10381161,0.059051851,0.08716998,0.052841636,0.042238669,0.078129977,0.080377436,0.069024972,0.032601143,0.06811723,0.047655404,0.04620072,0,0.067944001,0.076193037,0.052656991,0.038334646,0.0491332,0.050658461,0.082663381,0.053790814,0.059417004,0.048310779,0.029869568,0.054039363,0.04842252,0.044773466,0.040196722,0.032955069,0.045598766,0.04019926,0.04465744,0.06110452,0.068733018,0.055046043,0.066601318,0.045949517,0.035113702,0.051942129,0.076131039,0.042621842,0.052376587,0.077292162,0.065852683,0.047028366
0.070058884,0.077790857,0.03857735,0.07365874,0.061362633,0.043156366,0.109581348,0.044945167,0.055293894,0.059849598,0.071334444,0.070218134,0.037234263,0.030729774,0.113413929,0.030312942,0.149613693,0.050884207,0.03655917,0.051163323,0.056084451,0.112548706,0.039784848,0.080532135,0.095736977,0.077009339,0.067265007,0.055307898,0.122380485,0.12203504,0.101120314,0.055634667,0.060830058,0.039914208,0.033563157,0.076503385,0.131043757,0.069553735,0.091705345,0.035043923,0.116389866,0.06423438,0.05508593,0.037290167,0.04264677,0.045010406,0.067944001,0,0.038036692,0.110259755,0.082909622,0.025395052,0.055354697,0.05516105,0.064989049,0.052749398,0.097364912,0.033187452,0.112710126,0.095434275,0.061978681,0.038596175,0.058071245,0.028472998,0.039238149,0.066692289,0.080147123,0.030247544,0.094151681,0.073487494,0.104696582,0.047989902,0.03274745,0.028706329,0.052646133,0.094553145,0.116462207,0.037290928,0.033389426
0.043804651,0.069411719,0.025183078,0.06604867,0.058648941,0.045971215,0.101639931,0.037830241,0.070668346,0.059148588,0.082685012,0.068519762,0.034635315,0.050189214,0.101002521,0.043947605,0.117018784,0.063606483,0.033441696,0.036731347,0.056502361,0.106407647,0.036261629,0.054966548,0.062397439,0.052623957,0.046782792,0.044792937,0.107604033,0.101022165,0.110981588,0.059004815,0.070345526,0.029343452,0.052817117,0.053026864,0.111598133,0.053820411,0.066091619,0.051619478,0.099039932,0.075141265,0.042732639,0.041111534,0.075760853,0.037677266,0.076193037,0.038036692,0,0.087060696,0.091734991,0.043699951,0.037362859,0.058980115,0.04750541,0.024960084,0.098988065,0.04767101,0.100938611,0.061475579,0.051362745,0.031315144,0.046842233,0.042820867,0.042205566,0.055524933,0.069702488,0.029300039,0.090817158,0.060291285,0.099953916,0.061429706,0.056040828,0.045039434,0.052094213,0.078658839,0.098379836,0.019488639,0.030924938
0.04810791,0.05215294,0.057575461,0.02483546,0.035002001,0.051580619,0.041428077,0.054234951,0.078167469,0.067178013,0.055386155,0.051310075,0.042481275,0.07329964,0.073882247,0.067044781,0.050027848,0.051657106,0.071638798,0.041306472,0.05354342,0.057290638,0.054517243,0.02720274,0.022516854,0.02248654,0.060516758,0.043718284,0.059859651,0.065602203,0.082399084,0.135540627,0.04545246,0.066125299,0.118504138,0.040871298,0.061245945,0.038919474,0.027068096,0.103066368,0.049379409,0.063722367,0.054450876,0.093361782,0.095325899,0.053517967,0.052656991,0.110259755,0.087060696,0,0.067821598,0.087324135,0.053003583,0.099962043,0.037021598,0.05888852,0.040791602,0.069725013,0.056306105,0.019768644,0.041942706,0.051593411,0.053614952,0.071757501,0.053434698,0.042027047,0.051823643,0.101342259,0.055132425,0.048899665,0.033994066,0.053028084,0.093911236,0.109843543,0.055428888,0.029112301,0.059259332,0.075321721,0.064321216
0.057480626,0.073307371,0.064705736,0.038971793,0.042619041,0.053027033,0.032687765,0.062610948,0.042033492,0.065999719,0.052102317,0.055359262,0.053355465,0.062564286,0.06580664,0.059457598,0.06651954,0.040404375,0.074514972,0.05650455,0.059694722,0.067747455,0.065633656,0.064893926,0.085677391,0.061679829,0.101536653,0.063661623,0.065787071,0.08643694,0.029499017,0.123747317,0.050636116,0.058635073,0.102550398,0.065990081,0.077499827,0.075777351,0.05752518,0.091634487,0.070313511,0.07229304,0.045055316,0.076548948,0.051571473,0.056947265,0.038334646,0.082909622,0.091734991,0.067821598,0,0.064860008,0.072663916,0.088160679,0.06718103,0.081510364,0.067088001,0.053888753,0.053334723,0.062217146,0.046360205,0.059501861,0.047790185,0.062428814,0.063079844,0.042051647,0.058791612,0.100227612,0.052322336,0.055389601,0.046232523,0.044119484,0.076140046,0.090007823,0.058805994,0.071158506,0.064524843,0.085073307,0.06883769
0.065718116,0.068784795,0.041750035,0.059091651,0.045119363,0.035815156,0.089439087,0.044036966,0.037140356,0.043860114,0.057341523,0.053729976,0.030277876,0.026325042,0.093576791,0.016215928,0.133257261,0.031138954,0.030559351,0.039895368,0.045768642,0.104970481,0.025455637,0.059683356,0.074191309,0.061016247,0.069041711,0.038967384,0.105222474,0.112123693,0.081181942,0.046974244,0.042556358,0.036607018,0.039644703,0.067331157,0.11895005,0.066551669,0.079080404,0.032849685,0.098660584,0.043981582,0.056327165,0.028366737,0.027878682,0.039901474,0.0491332,0.025395052,0.043699951,0.087324135,0.064860008,0,0.051161483,0.031916764,0.056648609,0.051389488,0.083185191,0.023614024,0.101583862,0.077761458,0.05145698,0.03277488,0.05859306,0.026045532,0.023154154,0.051415905,0.065647768,0.039213041,0.082457529,0.061451273,0.090531644,0.031102329,0.031303316,0.032186903,0.04389014,0.078067256,0.10014034,0.051244843,0.03164302
